TRANS VAT DESC,ORIGINAL GROSS AMT,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate
2,50.18,489,670,22,65,11,108,0,6
2,11.94,121,24,49,52,17,102,0,6
2,80.15,909,388,22,65,11,108,0,6
2,57.25,956,388,22,65,11,108,0,6
2,3.0,158,146,22,65,18,250,0,6
2,3.0,158,146,22,65,18,250,0,6
2,7.38,879,146,64,26,18,250,0,6
2,6.8,596,146,46,45,18,250,0,6
2,1.9,597,146,46,45,18,250,0,6
2,93.84,150,146,22,65,18,250,0,6
2,2.5,966,146,25,67,18,250,0,6
2,332.13,484,146,66,56,18,250,0,6
2,54.54,158,146,22,65,18,250,0,6
2,21.0,744,146,42,17,18,250,0,6
2,3.0,158,146,22,65,18,250,0,6
2,6.99,794,614,49,52,4,87,0,6
2,169.86,319,614,5,57,3,309,0,6
5,10.0,764,614,66,56,470,415,0,6
5,4.0,927,614,46,45,3,309,0,6
2,10.0,764,614,66,56,470,415,0,6
2,-10.0,764,614,66,56,470,415,0,6
2,18.18,739,614,59,41,4,87,0,6
2,16.85,230,207,46,45,16,154,0,6
5,50.0,496,207,64,26,16,154,0,6
5,-50.0,496,207,64,26,16,154,0,6
5,779.0,885,396,63,11,477,336,0,6
5,199.0,301,563,34,33,9,65,0,6
2,300.0,1001,506,57,43,343,338,0,6
5,561.02,288,506,5,57,24,110,0,6
2,48.75,151,416,22,65,11,108,0,6
2,41.38,152,416,22,65,11,108,0,6
2,47.9,151,416,22,65,11,108,0,6
2,46.0,154,116,22,65,11,108,0,6
2,52.0,1056,116,22,65,11,108,0,6
2,73.0,1056,116,22,65,11,108,0,6
2,66.0,143,116,22,65,11,108,0,6
2,38.0,163,384,65,55,13,299,0,6
2,73.0,144,321,22,65,375,187,0,6
2,66.0,147,321,22,65,375,187,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,50.0,213,331,56,29,23,287,0,6
5,50.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,50.0,291,331,5,57,20,307,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,2055.0,213,331,56,29,23,287,0,6
5,155.0,213,331,56,29,23,287,0,6
5,99.0,40,331,43,16,19,319,0,6
2,56.16,15,633,49,52,1,109,0,6
2,13.94,1140,633,42,17,1,109,0,6
2,3.8,931,542,46,45,26,340,0,6
2,9.82,931,542,46,45,26,340,0,6
2,3.4,607,114,25,67,27,316,0,6
2,3.4,607,114,25,67,27,316,0,6
5,184.0,1037,99,53,30,13,299,0,6
5,24.73,106,703,2,13,460,396,0,6
2,49.0,909,265,22,65,34,57,0,6
2,48.2,909,265,22,65,34,57,0,6
2,27.78,158,265,22,65,34,57,0,6
5,11994.0,386,76,57,43,12,335,0,6
5,5868.0,386,76,57,43,12,335,0,6
5,3924.0,386,76,57,43,12,335,0,6
5,11991.0,386,76,57,43,12,335,0,6
5,1737.0,386,76,57,43,12,335,0,6
5,1506.0,386,76,57,43,12,335,0,6
5,1314.0,386,76,57,43,12,335,0,6
5,2922.0,386,76,57,43,12,335,0,6
5,3021.0,386,76,57,43,12,335,0,6
5,3060.0,386,76,57,43,12,335,0,6
5,2961.0,386,76,57,43,12,335,0,6
5,1770.0,386,76,57,43,12,335,0,6
5,1968.0,386,76,57,43,12,335,0,6
5,1377.0,386,76,57,43,12,335,0,6
5,1968.0,386,76,57,43,12,335,0,6
5,4194.0,386,76,57,43,12,335,0,6
5,8814.0,386,76,57,43,12,335,0,6
5,2715.0,386,76,57,43,12,335,0,6
2,12658.49,980,446,42,17,456,354,0,6
2,96000.0,980,446,42,17,456,354,0,6
2,53573.23,980,446,42,17,456,354,0,6
2,53573.23,980,446,42,17,456,354,0,6
2,64276.4,980,446,42,17,456,354,0,6
5,155.0,213,453,56,29,23,287,0,6
5,2055.0,213,453,56,29,23,287,0,6
5,50.0,213,453,56,29,23,287,0,6
5,155.0,213,453,56,29,23,287,0,6
5,50.0,213,453,56,29,23,287,0,6
5,155.0,213,453,56,29,23,287,0,6
5,155.0,213,453,56,29,23,287,0,6
5,2055.0,213,453,56,29,23,287,0,6
5,2055.0,213,453,56,29,23,287,0,6
5,50.0,213,453,56,29,23,287,0,6
5,2055.0,213,453,56,29,23,287,0,6
5,38.93,126,453,56,29,23,287,0,6
5,50.0,213,453,56,29,23,287,0,6
5,155.0,213,453,56,29,23,287,0,6
5,155.0,213,453,56,29,23,287,0,6
5,36.12,410,453,56,29,23,287,0,6
2,290.98,296,453,60,39,21,395,0,6
5,155.0,213,453,56,29,23,287,0,6
5,155.0,213,453,56,29,23,287,0,6
5,155.0,213,453,56,29,23,287,0,6
5,155.0,213,453,56,29,23,287,0,6
5,155.0,213,453,56,29,23,287,0,6
5,2055.0,213,453,56,29,23,287,0,6
5,2055.0,213,453,56,29,23,287,0,6
5,2055.0,213,453,56,29,23,287,0,6
5,2055.0,213,453,56,29,23,287,0,6
5,2055.0,213,453,56,29,23,287,0,6
5,50.0,213,453,56,29,23,287,0,6
-1,3.54,1039,479,3,12,462,142,0,6
-1,8.65,176,479,3,12,462,142,0,6
-1,6.3,180,479,3,12,462,142,0,6
2,2.4,181,479,3,12,462,142,0,6
5,2.1,349,479,3,12,462,142,0,6
2,2.55,181,479,3,12,462,142,0,6
5,20.0,1155,610,5,57,44,169,0,6
5,27.98,36,610,43,16,42,245,0,6
5,299.0,885,610,35,6,10,318,0,6
5,14.95,38,610,43,16,44,169,0,6
5,13.0,225,610,59,41,44,169,0,6
2,50.07,1166,610,43,16,44,169,0,6
2,144.0,294,610,17,9,45,138,0,6
5,38.49,36,610,49,52,44,169,0,6
2,16.33,1166,610,43,16,44,169,0,6
5,14.3,38,610,49,52,44,169,0,6
5,27.76,38,610,49,52,44,169,0,6
5,33.65,38,610,17,9,45,138,0,6
2,192.68,604,610,49,52,44,169,0,6
2,173.94,260,610,43,16,7,445,0,6
5,6.36,40,610,43,16,7,445,0,6
5,24.77,650,610,43,16,7,445,0,6
5,5.55,654,610,43,16,7,445,0,6
5,10.05,40,610,43,16,7,445,0,6
2,43.92,1210,610,49,52,44,169,0,6
2,18.54,1089,610,54,50,43,246,0,6
2,86.34,909,496,22,65,44,169,0,6
2,145.05,1236,443,42,17,25,283,0,6
5,84.0,1079,74,29,60,2,164,0,6
2,283.85,723,74,2,13,2,164,0,6
2,13.07,106,74,2,13,2,164,0,6
2,75.73,836,43,22,65,11,108,0,6
2,65.0,956,110,22,65,11,108,0,6
2,43.9,956,110,22,65,11,108,0,6
2,30.5,311,110,22,65,11,108,0,6
2,28.0,913,110,22,65,11,108,0,6
2,81.0,956,110,22,65,11,108,0,6
2,35.19,1054,441,22,65,39,397,0,6
2,57.29,306,441,22,65,39,397,0,6
2,59.77,1054,441,22,65,39,397,0,6
2,46.98,1056,220,22,65,18,250,0,6
2,30.0,744,220,64,26,18,250,0,6
2,74.76,306,220,22,65,18,250,0,6
2,47.42,954,220,22,65,18,250,0,6
2,36.43,958,220,22,65,18,250,0,6
5,79.54,284,181,30,63,399,223,0,6
5,253.34,1180,181,30,63,399,223,0,6
5,178.67,1180,181,31,61,444,126,0,6
5,2960.0,214,181,3,12,446,284,0,6
5,37.6,850,181,31,61,472,117,0,6
5,335.74,1180,181,30,63,443,327,0,6
5,2411.58,736,605,3,12,459,424,0,6
5,366.04,1180,181,31,61,5,163,0,6
5,120.9,1019,181,2,13,447,69,0,6
5,500.54,1180,181,30,63,447,69,0,6
5,216.28,1180,181,31,61,5,163,0,6
5,391.66,1180,181,30,63,402,356,0,6
2,594.0,1019,181,2,13,400,276,0,6
5,219.25,390,181,3,12,462,142,0,6
5,219.25,390,181,3,12,462,142,0,6
5,388.67,1101,181,31,61,400,276,0,6
5,269.88,849,181,31,61,401,357,0,6
5,166.98,1180,181,30,63,4,87,0,6
5,15.0,1180,181,30,63,4,87,0,6
5,255.1,1180,181,30,63,8,392,0,6
2,60.0,154,409,22,65,11,108,0,6
2,64.0,154,409,22,65,11,108,0,6
2,81.0,154,409,22,65,11,108,0,6
2,50.0,154,409,22,65,11,108,0,6
2,80.0,143,409,22,65,11,108,0,6
2,76.01,151,409,22,65,11,108,0,6
2,46.7,956,409,22,65,11,108,0,6
2,56.0,489,409,22,65,11,108,0,6
5,25.0,971,618,29,60,4,87,0,6
5,8.0,1079,618,25,67,4,87,0,6
5,8.0,1079,618,29,60,4,87,0,6
5,84.0,1079,618,29,60,4,87,0,6
5,129.03,341,618,64,26,4,87,0,6
5,84.0,1079,618,29,60,4,87,0,6
5,25.0,971,618,29,60,4,87,0,6
5,55.98,962,618,64,26,4,87,0,6
5,76.2,161,618,66,56,4,87,0,6
5,84.0,1079,618,29,60,4,87,0,6
2,955.94,1152,494,66,56,27,316,0,6
2,40.24,1152,494,66,56,27,316,0,6
2,121.38,1152,494,66,56,27,316,0,6
2,114.24,1152,494,66,56,27,316,0,6
2,534.0,1238,494,42,17,27,316,0,6
2,114.24,1152,494,66,56,27,316,0,6
2,114.24,1152,494,66,56,27,316,0,6
2,475.0,777,494,66,56,27,316,0,6
5,119.34,994,130,29,60,470,415,0,6
5,54.26,994,130,29,60,470,415,0,6
5,19.99,56,516,42,17,476,334,0,6
5,19.99,56,516,42,17,476,334,0,6
2,29.94,594,516,49,52,476,334,0,6
2,35.01,306,164,22,65,39,397,0,6
2,52.0,830,240,22,65,280,56,0,6
2,63.3,832,240,22,65,280,56,0,6
2,55.04,956,127,22,65,44,169,0,6
2,42.0,1255,493,5,57,25,283,0,6
2,534.0,46,493,5,57,25,283,0,6
5,49.0,234,613,65,55,0,73,0,6
5,9.99,56,609,42,17,455,35,0,6
5,-9.99,56,609,42,17,455,35,0,6
2,9.99,492,609,42,17,455,35,0,6
2,75.0,909,48,22,65,280,56,0,6
2,61.0,909,48,22,65,280,56,0,6
2,35.0,833,343,22,65,11,108,0,6
2,56.56,799,328,22,65,11,108,0,6
2,66.99,878,328,22,65,11,108,0,6
2,70.0,878,328,22,65,11,108,0,6
2,72.96,489,328,22,65,11,108,0,6
2,83.78,151,328,22,65,11,108,0,6
2,43.44,145,107,22,65,418,147,0,1
2,58.06,145,107,22,65,418,147,0,1
2,31.91,145,107,22,65,418,147,0,1
2,42.15,145,107,22,65,418,147,0,1
2,38.35,145,107,22,65,418,147,0,1
2,57.1,911,107,22,65,418,147,0,1
5,59.76,38,363,35,6,396,21,0,2
5,35.88,38,363,44,18,397,402,0,2
5,-216.6,1289,363,42,17,396,21,0,2
5,-2.81,38,363,35,6,396,21,0,2
5,5.41,38,363,35,6,396,21,0,2
5,4.48,38,363,35,6,396,21,0,2
5,2.81,38,363,35,6,396,21,0,2
5,2.81,40,363,44,18,396,21,0,2
2,10.85,1051,504,38,38,380,72,0,2
5,287.5,737,504,24,64,380,72,0,2
5,11.5,937,504,46,45,380,72,0,2
2,56.3,88,504,42,17,380,72,0,2
5,19.96,773,504,46,45,380,72,0,2
2,39.0,73,504,38,38,380,72,0,2
2,100.99,937,447,46,45,384,419,0,2
2,84.0,246,447,44,18,384,419,0,2
2,17.46,73,447,46,45,384,419,0,2
2,39.99,748,447,42,17,384,419,0,2
2,280.51,937,346,46,45,384,419,0,2
2,160.0,9,346,46,45,384,419,0,2
2,40.0,1095,346,44,18,384,419,0,2
2,141.31,937,346,46,45,384,419,0,2
5,108.13,36,279,48,40,222,407,0,2
2,257.06,333,279,66,56,220,352,0,2
2,111.54,845,279,48,40,220,352,0,2
2,259.56,338,279,21,42,222,407,0,2
5,-20.98,38,274,35,6,147,389,0,2
5,17.25,663,274,42,17,147,389,0,2
5,6.0,1151,274,42,17,147,389,0,2
5,7.9,810,274,35,6,147,389,0,2
5,6.39,38,274,35,6,147,389,0,2
5,12.8,38,274,35,6,147,389,0,2
5,40.74,36,274,37,31,147,389,0,2
5,12.79,38,274,35,6,147,389,0,2
5,20.79,38,274,35,6,147,389,0,2
5,52.53,1015,274,29,60,147,389,0,2
5,7.29,40,274,35,6,147,389,0,2
5,59.5,40,274,35,6,147,389,0,2
5,16.29,41,274,42,17,147,389,0,2
5,27.79,40,274,35,6,147,389,0,2
5,50.58,40,274,35,6,147,389,0,2
5,41.48,40,274,35,6,147,389,0,2
5,2.81,40,274,35,6,147,389,0,2
5,75.49,42,274,37,31,147,389,0,2
5,69.82,42,274,35,6,147,389,0,2
5,19.96,42,274,35,6,147,389,0,2
2,41.04,153,630,22,65,243,137,0,2
2,55.06,153,630,22,65,243,137,0,2
2,55.93,153,630,22,65,243,137,0,2
2,51.98,153,630,22,65,243,137,0,2
2,39.48,153,630,22,65,243,137,0,2
2,27.49,883,597,46,45,309,459,0,2
2,17.0,1057,597,46,45,309,459,0,2
5,22.5,40,597,35,6,309,459,0,2
5,52.8,40,597,35,6,309,459,0,2
5,13.9,40,597,35,6,309,459,0,2
5,1.38,40,597,35,6,309,459,0,2
5,46.44,40,597,35,6,309,459,0,2
2,11.98,450,597,64,26,309,459,0,2
5,28.15,40,597,35,6,309,459,0,2
2,131.25,1260,597,66,56,309,459,0,2
5,79.74,906,477,22,65,379,428,0,2
5,35.86,1058,477,64,26,379,428,0,2
2,49.54,351,716,42,17,308,472,0,2
2,12.6,828,716,22,65,308,472,0,2
2,46.75,110,716,64,26,308,472,0,2
2,74.25,505,716,64,26,308,472,0,2
2,37.81,8,716,46,45,308,472,0,2
2,66.76,505,716,64,26,308,472,0,2
2,20.01,836,716,22,65,308,472,0,2
2,30.44,992,716,42,17,308,472,0,2
2,46.96,862,716,37,31,308,472,0,2
2,154.0,88,473,9,2,46,385,0,2
2,70.58,265,473,9,2,221,394,0,2
0,30.97,951,323,46,45,213,66,0,2
0,62.48,56,323,42,17,213,66,0,2
2,20.97,56,323,42,17,213,66,0,2
2,61.15,512,503,42,17,383,0,0,2
2,12.92,87,503,42,17,383,0,0,2
2,5.99,90,503,38,38,383,0,0,2
2,116.76,1149,337,49,52,310,456,0,2
2,145.5,1031,337,57,43,465,470,0,2
2,247.66,1269,337,35,6,465,470,0,2
2,257.33,1160,337,37,31,473,1,0,2
2,37.0,745,337,42,17,473,1,0,2
2,62.0,737,42,59,41,389,437,0,2
2,17.98,948,42,58,37,389,437,0,2
2,230.0,737,42,59,41,392,82,0,2
2,230.0,737,42,59,41,389,437,0,2
2,57.0,173,623,42,17,320,458,0,2
2,5.84,737,623,59,41,320,458,0,2
2,3.0,409,623,46,45,467,476,0,2
2,79.55,778,623,39,70,478,414,0,2
2,12.84,923,623,46,45,320,458,0,2
5,27.64,737,17,59,41,431,128,0,2
5,39.99,36,706,42,17,212,140,0,2
5,43.98,38,706,42,17,214,320,0,2
5,18.48,38,706,42,17,215,226,0,2
5,89.6,38,706,42,17,214,320,0,2
5,22.99,36,706,42,17,214,320,0,2
5,16.86,40,706,42,17,215,226,0,2
5,16.86,40,706,42,17,215,226,0,2
5,16.87,40,706,42,17,215,226,0,2
5,16.86,40,706,42,17,215,226,0,2
